0,39.416664,1,Warrior,39.416664,-10,0,10,0,5,14,26,1,Ranger,26.949998,-5,0,6,0,2,6,12,1,Slime,33.699998,-4,0,5,0,2,12,20,0,Warrior,36.816664,-8,0,13,2,3,12,18,0,Ranger,0.0,-9,0,2,0,4,12,17,0,Slime,30.299998,-2,2,5,0,2,12,14,
1,41.099998,1,Warrior,0.0,-14,0,6,0,6,22,33,1,Ranger,26.933332,-4,0,6,0,2,6,12,1,Slime,39.166664,-3,0,5,0,2,12,28,0,Warrior,29.816665,-4,0,12,1,2,8,13,0,Ranger,41.099998,-11,0,5,0,4,12,21,0,Slime,23.816665,0,2,5,0,1,6,11,
1,37.833331,1,Warrior,0.0,-11,0,7,0,5,20,25,1,Ranger,31.316665,-7,0,5,0,3,9,15,1,Slime,26.499998,-1,0,5,0,1,6,16,0,Warrior,34.433331,-6,0,13,2,3,12,18,0,Ranger,37.833331,-11,0,5,0,4,12,16,0,Slime,23.699999,0,2,5,0,1,6,11,
0,39.566664,1,Warrior,39.566664,-12,0,12,0,4,16,25,1,Ranger,33.599998,-8,0,6,0,3,9,15,1,Slime,26.499998,-2,0,6,0,1,6,16,0,Warrior,0.0,-10,0,10,1,4,16,20,0,Ranger,0.0,-8,0,2,0,4,12,14,0,Slime,30.049998,-2,2,5,0,2,12,15,
1,40.383331,1,Warrior,0.0,-14,0,5,0,5,20,31,1,Ranger,35.016665,-6,0,6,0,3,9,15,1,Slime,26.616665,-1,0,6,0,1,6,16,0,Warrior,36.716664,-8,0,11,1,3,12,18,0,Ranger,40.383331,-9,0,6,0,4,12,16,0,Slime,30.166665,-1,1,6,0,2,12,15,
1,40.299998,1,Warrior,0.0,-11,0,7,0,5,18,31,1,Ranger,34.933331,-8,0,6,0,3,9,15,1,Slime,26.499998,-2,0,5,0,1,6,16,0,Warrior,36.633331,-9,0,13,2,3,12,18,0,Ranger,40.299998,-10,0,5,0,4,12,16,0,Slime,30.166665,-1,1,6,0,2,12,15,
1,40.983331,1,Warrior,0.0,-11,0,9,0,6,18,29,1,Ranger,26.816665,-5,0,5,0,2,6,12,1,Slime,33.566665,-2,0,6,0,2,12,20,0,Warrior,36.683331,-8,0,12,2,3,12,18,0,Ranger,40.983331,-10,0,5,0,4,12,18,0,Slime,30.166665,-1,2,5,0,2,12,14,
0,41.983331,1,Warrior,41.983331,-14,0,12,0,5,20,31,1,Ranger,26.816665,-6,0,6,0,2,6,12,1,Slime,33.449998,-3,0,5,0,2,12,20,0,Warrior,36.649998,-9,0,11,1,4,12,18,0,Ranger,0.0,-11,0,2,0,4,12,20,0,Slime,30.049998,-1,2,6,0,2,12,14,
1,40.416664,1,Warrior,0.0,-14,0,8,0,5,18,31,1,Ranger,33.749998,-8,0,5,0,3,9,15,1,Slime,26.616665,-2,0,6,0,1,6,16,0,Warrior,36.749998,-8,0,12,1,3,12,18,0,Ranger,40.416664,-10,0,6,0,4,12,16,0,Slime,30.283332,-1,1,5,0,2,12,15,
1,38.033331,1,Warrior,0.0,-12,0,6,0,5,18,29,1,Ranger,32.699998,-6,0,6,0,3,9,15,1,Slime,26.499998,-2,0,6,0,1,6,16,0,Warrior,34.749998,-7,0,13,2,3,12,17,0,Ranger,38.033331,-11,0,5,0,4,12,15,0,Slime,23.699999,0,1,5,0,1,6,11,
1,36.166665,1,Warrior,0.0,-10,0,4,0,4,16,32,1,Ranger,31.349998,-8,0,5,0,3,9,15,1,Slime,26.499998,-1,0,5,0,1,6,16,0,Warrior,27.883332,-6,0,12,1,2,8,13,0,Ranger,36.166665,-11,0,5,0,4,12,16,0,Slime,23.699999,0,1,5,0,1,6,11,
1,39.749998,1,Warrior,0.0,-12,0,9,0,5,20,27,1,Ranger,33.599998,-6,0,5,0,3,9,15,1,Slime,26.499998,-2,0,6,0,1,6,16,0,Warrior,39.749998,-10,0,11,1,4,16,19,0,Ranger,37.066664,-8,0,6,0,3,9,13,0,Slime,30.049998,-1,1,5,0,2,12,15,
1,35.533331,1,Warrior,0.0,-12,0,6,0,5,16,23,1,Ranger,31.316665,-6,0,5,0,3,9,15,1,Slime,26.499998,-2,0,5,0,1,6,16,0,Warrior,34.516665,-7,0,13,2,3,12,18,0,Ranger,35.533331,-8,0,5,0,3,9,13,0,Slime,23.699999,0,2,5,0,1,6,11,
1,40.949998,1,Warrior,0.0,-12,0,8,3,5,20,32,1,Ranger,25.049999,-6,0,6,0,2,6,12,1,Slime,35.966665,-1,3,6,0,3,18,24,0,Warrior,21.733332,-3,0,11,1,1,4,11,0,Ranger,40.949998,-11,0,5,0,5,15,21,0,Slime,30.266665,-2,1,5,0,2,12,15,
0,46.616664,1,Warrior,46.616664,-8,0,14,4,4,14,42,1,Ranger,26.983332,-5,0,5,0,2,6,12,1,Slime,38.783331,-1,4,5,0,3,18,24,0,Warrior,21.733332,-2,0,11,1,1,4,11,0,Ranger,0.0,-20,0,0,0,7,21,24,0,Slime,35.616665,-3,1,5,0,3,18,19,
1,36.283331,1,Warrior,0.0,-11,0,6,0,4,16,32,1,Ranger,31.466665,-6,0,5,0,3,9,15,1,Slime,26.616665,-1,0,5,0,1,6,16,0,Warrior,27.999998,-5,0,11,1,2,8,13,0,Ranger,36.283331,-11,0,5,0,4,12,16,0,Slime,23.816665,0,2,5,0,1,6,11,
1,39.933331,1,Warrior,0.0,-12,0,10,1,5,20,37,1,Ranger,25.049999,-5,0,6,0,2,6,12,1,Slime,31.683331,-2,1,5,0,2,12,20,0,Warrior,23.666665,-3,0,12,1,1,4,11,0,Ranger,39.933331,-14,0,5,0,5,15,21,0,Slime,28.483332,-1,2,5,0,2,12,14,
0,41.283331,1,Warrior,41.283331,-13,0,10,0,5,18,29,1,Ranger,33.633331,-6,0,5,0,3,9,15,1,Slime,26.499998,-1,0,6,0,1,6,16,0,Warrior,0.0,-13,0,10,2,5,20,19,0,Ranger,37.099998,-6,0,5,0,3,9,13,0,Slime,30.166665,-1,1,5,0,2,12,15,
0,38.366664,1,Warrior,38.366664,-10,0,11,0,4,14,27,1,Ranger,33.749998,-8,0,5,0,3,9,15,1,Slime,26.616665,-1,0,5,0,1,6,16,0,Warrior,36.749998,-9,0,13,2,3,12,18,0,Ranger,0.0,-11,0,3,0,4,12,13,0,Slime,30.283332,-2,2,5,0,2,12,15,
1,36.283331,1,Warrior,0.0,-11,0,5,0,4,16,32,1,Ranger,31.466665,-7,0,5,0,3,9,15,1,Slime,26.616665,-2,0,5,0,1,6,16,0,Warrior,27.999998,-4,0,11,1,2,8,13,0,Ranger,36.283331,-11,0,6,0,4,12,16,0,Slime,23.816665,0,1,5,0,1,6,11,
1,40.299998,1,Warrior,0.0,-13,0,9,0,5,18,31,1,Ranger,33.633331,-8,0,6,0,3,9,15,1,Slime,26.499998,-1,0,6,0,1,6,16,0,Warrior,36.633331,-6,0,12,1,3,12,18,0,Ranger,40.299998,-11,0,5,0,4,12,16,0,Slime,30.166665,-2,2,5,0,2,12,15,
1,42.433331,1,Warrior,0.0,-12,0,9,0,6,20,30,1,Ranger,34.899998,-7,0,6,0,3,9,15,1,Slime,26.499998,-2,0,6,0,1,6,16,0,Warrior,41.066664,-9,0,13,2,4,16,20,0,Ranger,42.433331,-10,0,5,0,4,12,16,0,Slime,30.049998,-2,2,5,0,2,12,15,
0,39.833331,1,Warrior,39.833331,-10,0,12,0,4,16,27,1,Ranger,33.599998,-8,0,5,0,3,9,15,1,Slime,26.499998,-2,0,6,0,1,6,16,0,Warrior,0.0,-9,0,7,2,4,16,19,0,Ranger,0.0,-9,0,4,0,4,12,14,0,Slime,30.049998,-1,1,5,0,2,12,15,
1,37.966664,1,Warrior,0.0,-11,0,5,0,5,20,29,1,Ranger,26.983332,-5,0,6,0,2,6,12,1,Slime,0.0,-4,0,3,0,2,12,24,0,Warrior,23.783332,-3,0,12,2,1,4,11,0,Ranger,37.966664,-10,0,5,0,4,12,17,0,Slime,30.533332,-1,1,6,0,2,12,15,
1,38.599998,1,Warrior,0.0,-13,0,10,2,5,20,29,1,Ranger,25.049999,-4,0,5,0,2,6,12,1,Slime,0.0,-2,2,1,0,3,18,24,0,Warrior,23.666665,-2,0,11,1,1,4,11,0,Ranger,38.599998,-9,0,6,0,4,12,18,0,Slime,30.183332,-1,2,5,0,2,12,14,
1,38.599998,1,Warrior,0.0,-12,0,6,3,5,20,29,1,Ranger,26.866665,-5,0,5,0,2,6,12,1,Slime,0.0,-1,3,2,0,3,18,24,0,Warrior,23.666665,-3,0,12,1,1,4,11,0,Ranger,38.599998,-8,0,6,0,4,12,17,0,Slime,28.599998,-2,2,5,0,2,12,15,
1,43.633331,1,Warrior,0.0,-13,0,8,0,6,20,34,1,Ranger,35.016665,-9,0,7,0,3,9,15,1,Slime,27.999998,-1,0,5,0,1,6,16,0,Warrior,36.949998,-6,0,12,2,3,12,18,0,Ranger,43.633331,-11,0,5,0,5,15,20,0,Slime,30.283332,-2,2,5,0,2,12,15,
1,33.399998,1,Warrior,0.0,-8,0,3,0,4,16,26,1,Ranger,0.0,-9,0,4,0,3,9,15,1,Slime,26.499998,-1,0,5,0,1,6,16,0,Warrior,27.883332,-5,0,11,1,2,8,13,0,Ranger,33.399998,-8,0,5,0,3,9,13,0,Slime,23.699999,0,2,5,0,1,6,11,
1,34.866665,1,Warrior,0.0,-12,0,2,0,4,16,27,1,Ranger,0.0,-9,0,4,0,4,12,16,1,Slime,26.499998,-2,0,5,0,1,6,16,0,Warrior,27.883332,-5,0,12,2,2,8,13,0,Ranger,34.866665,-8,0,6,0,3,9,13,0,Slime,23.699999,0,1,5,0,1,6,11,
