2,94.583328,3,Warrior,39.366664,-6,0,11,0,2,8,11,0,Warrior,77.699995,-7,0,10,0,3,10,30,1,Warrior,89.233328,-9,0,11,0,4,14,48,2,Warrior,57.766663,-5,0,13,2,2,8,16,3,Ranger,72.849996,-13,0,6,0,5,15,17,0,Ranger,46.133331,-7,0,7,0,3,9,9,1,Ranger,94.583328,-8,0,5,0,3,9,31,2,Ranger,0.0,-25,0,3,0,10,30,29,3,Slime,36.049998,-2,0,5,0,1,6,7,0,Slime,59.699996,-5,0,6,0,3,18,14,1,Slime,85.699995,-2,0,7,0,1,6,29,2,Slime,67.816663,-2,1,6,0,3,18,17,
2,92.516661,3,Warrior,37.766664,-4,0,10,0,2,8,11,0,Warrior,69.049996,-10,0,10,0,4,16,25,1,Warrior,56.98333,-8,0,11,0,3,12,16,2,Warrior,60.18333,-7,0,13,2,3,12,20,3,Ranger,65.649996,-10,0,5,0,4,12,14,0,Ranger,31.249998,-4,0,6,0,2,6,6,1,Ranger,92.516661,-23,0,6,0,9,27,37,2,Ranger,0.0,-14,0,7,3,6,18,29,3,Slime,45.116664,-3,0,6,0,2,12,11,0,Slime,51.016664,-2,0,7,0,2,12,10,1,Slime,70.516662,-2,0,6,0,1,6,17,2,Slime,88.833328,-1,5,7,0,5,30,37,
1,83.749995,3,Warrior,37.766664,-6,0,11,0,2,8,11,0,Warrior,68.416663,-7,0,11,0,3,12,24,1,Warrior,56.78333,-6,0,10,0,3,12,18,2,Warrior,60.299996,-6,0,14,3,3,12,20,3,Ranger,65.799996,-11,0,5,0,4,12,14,0,Ranger,31.249998,-4,0,5,0,2,6,6,1,Ranger,0.0,-18,0,0,0,8,24,34,2,Ranger,83.749995,-11,0,7,0,4,12,25,3,Slime,51.249997,-2,0,6,0,2,12,11,0,Slime,46.699997,-3,0,5,0,2,12,10,1,Slime,69.999996,-1,0,6,0,1,6,17,2,Slime,77.849995,-1,4,5,0,3,18,29,
3,84.149995,3,Warrior,37.766664,-5,0,10,0,2,8,11,0,Warrior,51.366664,-4,0,10,0,2,8,15,1,Warrior,58.166663,-7,0,11,0,3,12,23,2,Warrior,61.099996,-8,0,13,3,3,12,21,3,Ranger,0.0,-20,0,4,0,8,24,31,0,Ranger,31.249998,-5,0,5,0,2,6,6,1,Ranger,80.283329,-8,0,6,0,4,12,24,2,Ranger,84.149995,-14,0,5,0,5,15,25,3,Slime,45.116664,-2,0,5,0,2,12,11,0,Slime,46.816664,-2,0,5,0,2,12,10,1,Slime,78.699995,-3,0,6,0,2,12,25,2,Slime,66.949996,-2,3,5,0,3,18,17,
2,96.866661,3,Warrior,37.766664,-4,0,10,0,2,8,11,0,Warrior,79.566662,-9,0,10,0,4,14,29,1,Warrior,58.366663,-7,0,10,0,3,12,18,2,Warrior,0.0,-8,0,13,8,4,14,46,3,Ranger,70.083329,-9,0,6,0,4,12,13,0,Ranger,31.249998,-6,0,6,0,2,6,6,1,Ranger,96.866661,-21,0,5,0,9,27,32,2,Ranger,0.0,-13,0,1,0,5,15,28,3,Slime,46.933331,-2,0,6,0,2,12,11,0,Slime,63.466663,-3,0,7,0,3,18,14,1,Slime,73.399996,-2,0,5,0,1,6,17,2,Slime,88.733328,-1,9,6,0,6,36,26,
1,77.749995,3,Warrior,43.383331,-6,0,11,0,2,8,11,0,Warrior,58.966663,-6,0,10,0,2,8,18,1,Warrior,50.266664,-8,0,12,0,3,12,18,2,Warrior,60.899996,-7,0,10,0,3,12,20,3,Ranger,77.749995,-18,0,5,0,6,18,26,0,Ranger,52.08333,-10,0,7,0,4,12,12,1,Ranger,0.0,-9,0,0,0,4,12,22,2,Ranger,75.449996,-9,0,5,0,4,12,18,3,Slime,36.033331,-2,0,5,0,1,6,7,0,Slime,45.916664,-2,0,5,0,2,12,10,1,Slime,69.316663,-1,0,5,0,1,6,17,2,Slime,71.816662,-6,0,6,0,3,18,21,
2,82.583328,3,Warrior,49.966664,-7,0,11,0,3,12,13,0,Warrior,70.466662,-11,0,12,0,4,16,22,1,Warrior,58.316663,-7,0,10,0,3,12,18,2,Warrior,51.899997,-6,0,11,0,3,10,16,3,Ranger,82.583328,-14,0,7,0,6,18,28,0,Ranger,31.249998,-5,0,5,0,2,6,6,1,Ranger,77.166662,-11,0,5,0,4,12,23,2,Ranger,0.0,-18,0,4,0,7,21,25,3,Slime,46.649997,-2,0,5,0,2,12,11,0,Slime,48.349997,-3,0,5,0,2,12,10,1,Slime,71.933329,-1,0,6,0,1,6,17,2,Slime,68.766663,-3,0,5,0,2,12,17,
1,86.699995,3,Warrior,39.349998,-5,0,10,0,2,8,11,0,Warrior,73.099996,-12,0,11,0,4,16,30,1,Warrior,80.399995,-12,0,12,0,4,16,42,2,Warrior,48.616664,-4,0,11,1,2,8,16,3,Ranger,71.166662,-13,0,5,0,5,15,16,0,Ranger,46.116664,-8,0,7,0,3,9,9,1,Ranger,0.0,-11,0,3,0,4,12,31,2,Ranger,86.699995,-16,0,6,0,7,21,29,3,Slime,36.033331,-1,0,6,0,1,6,7,0,Slime,50.199997,-4,0,5,0,2,12,10,1,Slime,69.349996,-1,0,6,0,1,6,17,2,Slime,64.349996,-2,1,6,0,2,12,17,
2,82.116662,3,Warrior,37.766664,-4,0,11,0,2,8,11,0,Warrior,58.166663,-7,0,11,0,3,12,17,1,Warrior,60.566663,-10,0,10,0,4,14,23,2,Warrior,63.416663,-5,0,13,3,3,10,21,3,Ranger,82.116662,-17,0,7,0,7,21,28,0,Ranger,31.249998,-6,0,5,0,2,6,6,1,Ranger,78.933329,-10,0,5,0,4,12,24,2,Ranger,0.0,-12,0,2,0,5,15,24,3,Slime,45.116664,-4,0,5,0,2,12,11,0,Slime,46.816664,-3,0,6,0,2,12,10,1,Slime,71.449996,-1,0,5,0,1,6,17,2,Slime,69.266663,-1,4,6,0,3,18,17,
2,84.366662,3,Warrior,37.766664,-5,0,10,0,2,8,11,0,Warrior,70.416662,-12,0,11,0,5,16,25,1,Warrior,65.933329,-10,0,10,0,4,16,17,2,Warrior,49.316664,-5,0,12,2,2,8,16,3,Ranger,80.399995,-15,0,7,0,6,18,25,0,Ranger,31.249998,-5,0,5,0,2,6,6,1,Ranger,84.366662,-16,0,6,0,7,21,30,2,Ranger,0.0,-12,0,4,0,5,15,26,3,Slime,45.116664,-4,0,5,0,2,12,11,0,Slime,51.016664,-3,0,7,0,2,12,10,1,Slime,71.883329,-1,0,6,0,1,6,17,2,Slime,68.916663,-1,2,5,0,2,12,17,
