0,42.983331,1,Warrior,42.983331,-11,0,10,0,5,18,32,1,Slime,29.899998,-1,0,5,0,1,6,20,1,Ranger,31.483331,-2,0,5,0,1,3,13,0,Warrior,0.0,-12,0,5,0,5,18,26,0,Slime,25.699998,-3,0,5,0,2,12,16,0,Ranger,41.133331,-6,0,5,0,2,6,19,
0,39.366664,1,Warrior,29.883332,-3,0,10,0,2,6,23,1,Slime,39.366664,-3,0,5,0,3,18,28,1,Ranger,31.583331,-2,0,6,0,1,3,13,0,Warrior,0.0,-10,0,3,0,4,14,27,0,Slime,25.683332,-3,0,6,0,2,12,16,0,Ranger,0.0,-5,0,2,0,2,6,15,
0,45.533331,1,Warrior,34.833331,-7,0,10,0,3,12,25,1,Slime,45.533331,-5,0,5,0,3,18,35,1,Ranger,39.416664,-5,0,5,0,2,6,19,0,Warrior,0.0,-16,0,6,0,6,22,31,0,Slime,18.433332,-1,0,5,0,1,6,12,0,Ranger,33.449998,-4,0,5,0,2,6,13,
0,40.349998,1,Warrior,35.183331,-8,0,10,0,3,12,24,1,Slime,40.349998,-3,0,6,0,2,12,28,1,Ranger,31.266665,-3,0,5,0,1,3,13,0,Warrior,0.0,-9,0,3,0,5,16,21,0,Slime,25.566665,-2,0,6,0,2,12,16,0,Ranger,0.0,-5,0,2,0,2,6,16,
0,38.033331,1,Warrior,38.033331,-11,0,10,0,4,16,26,1,Slime,29.766665,-1,0,5,0,1,6,20,1,Ranger,31.233331,-3,0,5,0,1,3,13,0,Warrior,0.0,-9,0,5,0,4,16,18,0,Slime,25.566665,-3,0,6,0,2,12,16,0,Ranger,0.0,-5,0,3,0,2,6,16,
1,48.68333,1,Warrior,42.849997,-12,0,12,2,5,20,31,1,Slime,0.0,-3,2,3,0,4,24,30,1,Ranger,29.449998,-2,0,5,0,1,3,13,0,Warrior,48.68333,-15,0,10,0,7,24,25,0,Slime,18.433332,-1,0,5,0,1,6,12,0,Ranger,40.783331,-5,0,5,0,2,6,19,
0,38.266664,1,Warrior,38.266664,-8,0,11,0,4,14,27,1,Slime,29.883332,-2,0,5,0,1,6,20,1,Ranger,31.466665,-3,0,6,0,1,3,13,0,Warrior,0.0,-10,0,6,0,4,16,19,0,Slime,25.683332,-3,0,5,0,2,12,16,0,Ranger,0.0,-5,0,2,0,2,6,16,
0,46.799997,1,Warrior,41.549998,-10,0,10,0,4,14,27,1,Slime,46.799997,-6,0,6,0,4,24,32,1,Ranger,31.466665,-3,0,5,0,1,3,13,0,Warrior,0.0,-11,0,8,0,6,20,27,0,Slime,25.683332,-3,0,5,0,2,12,16,0,Ranger,0.0,-5,0,3,0,2,6,18,
0,39.883331,1,Warrior,39.883331,-10,0,10,0,4,14,27,1,Slime,35.266665,-2,0,5,0,1,6,23,1,Ranger,31.466665,-3,0,5,0,1,3,13,0,Warrior,0.0,-9,0,5,0,5,16,19,0,Slime,25.683332,-2,0,5,0,2,12,16,0,Ranger,0.0,-6,0,2,0,2,6,16,
0,45.499997,1,Warrior,37.633331,-7,0,10,0,3,10,25,1,Slime,43.116664,-6,0,5,0,3,18,28,1,Ranger,45.499997,-4,0,6,0,2,6,22,0,Warrior,0.0,-11,0,5,0,6,16,29,0,Slime,25.683332,-4,0,6,0,2,12,16,0,Ranger,36.249998,-4,0,5,0,2,6,13,
